攻角,MA,实际MA,实际转速,角速度,label
10.42,1.0,1.00255,2105.53,0.1,1
10.467,1.0,1.00231,2105.03,0.1,1
10.515,1.0,1.00199,2105.53,0.1,1
10.565999999999999,1.0,1.00175,2105.53,0.1,1
10.616,1.0,1.00157,2105.53,0.1,1
10.665,1.0,1.00135,2104.48,0.1,1
10.716,1.0,1.00116,2104.48,0.1,1
10.758,1.0,1.00004,2107.12,0.1,-1
10.765999999999998,1.0,1.00086,2104.87,0.1,1
10.815999999999999,1.0,1.00066,2104.15,0.1,1
10.867,1.0,1.00052,2104.81,0.1,1
10.915,1.0,1.00042,2104.81,0.1,1
10.966,1.0,1.0002799999999998,2105.58,0.1,1
10.972000000000001,1.0,0.9999899999999999,2107.12,0.1,1
11.0,1.0,1.00007,2107.12,0.1,1
