攻角,MA,实际MA,实际转速,角速度,label
-5.0,1.1,1.09999,2245.448,0.1,1
-4.963,1.1,1.10002,2246.37,0.1,1
-4.915,1.1,1.10001,2246.15,0.1,1
-4.865,1.1,1.10005,2246.26,0.1,1
-4.813,1.1,1.10001,2246.31,0.1,1
-4.763999999999999,1.1,1.10006,2245.33,0.1,1
-4.713,1.1,1.10009,2245.71,0.1,1
-4.663,1.1,1.1001299999999998,2245.66,0.1,1
-4.614,1.1,1.1002100000000001,2245.66,0.1,1
-4.565,1.1,1.1002399999999999,2243.79,0.1,1
-4.515,1.1,1.10026,2243.79,0.1,1
-4.466,1.1,1.10019,2240.05,0.1,1
-4.415,1.1,1.1002299999999998,2238.84,0.1,1
-4.365,1.1,1.10026,2238.84,0.1,1
-4.315,1.1,1.10014,2238.84,0.1,1
-4.265,1.1,1.10029,2234.72,0.1,1
-4.22,1.1,1.10033,2233.68,0.1,1
-4.166,1.1,1.10038,2233.52,0.1,1
-4.1160000000000005,1.1,1.10049,2231.76,0.1,1
-4.0680000000000005,1.1,1.10064,2230.55,0.1,1
-4.0169999999999995,1.1,1.10065,2230.06,0.1,1
-3.966,1.1,1.1006799999999999,2228.9,0.1,1
-3.917,1.1,1.1006200000000002,2228.9,0.1,1
-3.867,1.1,1.10069,2228.9,0.1,1
-3.815,1.1,1.10073,2225.88,0.1,1
-3.766,1.1,1.10058,2224.45,0.1,1
-3.716,1.1,1.10057,2222.36,0.1,1
-3.6639999999999997,1.1,1.1005200000000002,2221.49,0.1,1
-3.615,1.1,1.10047,2220.72,0.1,1
-3.5660000000000003,1.1,1.10036,2220.72,0.1,1
-3.514,1.1,1.1002399999999999,2219.95,0.1,1
-3.468,1.1,1.1003,2219.34,0.1,1
-3.4139999999999997,1.1,1.10017,2219.34,0.1,1
-3.366,1.1,1.10015,2219.34,0.1,1
-3.315,1.1,1.1001299999999998,2218.24,0.1,1
-3.265,1.1,1.10019,2218.03,0.1,1
-3.215,1.1,1.10027,2217.09,0.1,1
-3.1660000000000004,1.1,1.10029,2216.65,0.1,1
-3.117,1.1,1.10028,2216.65,0.1,1
-3.0669999999999997,1.1,1.10025,2216.65,0.1,1
-3.0180000000000002,1.1,1.1002299999999998,2214.56,0.1,1
-2.964,1.1,1.10008,2214.56,0.1,1
-2.915,1.1,1.10008,2211.27,0.1,1
-2.867,1.1,1.10005,2211.16,0.1,1
-2.818,1.1,1.10009,2211.16,0.1,1
-2.764,1.1,1.10005,2211.16,0.1,1
-2.716,1.1,1.10004,2211.16,0.1,1
-2.667,1.1,1.10002,2208.58,0.1,1
-2.615,1.1,1.10019,2207.64,0.1,1
-2.5639999999999996,1.1,1.10012,2207.64,0.1,1
-2.5140000000000002,1.1,1.10016,2206.16,0.1,1
-2.4659999999999997,1.1,1.10015,2205.67,0.1,1
-2.415,1.1,1.10015,2205.67,0.1,1
-2.365,1.1,1.10022,2204.57,0.1,1
-2.3169999999999997,1.1,1.10018,2204.57,0.1,1
-2.2640000000000002,1.1,1.10018,2204.24,0.1,1
-2.214,1.1,1.1002299999999998,2204.24,0.1,1
-2.166,1.1,1.10019,2204.24,0.1,1
-2.115,1.1,1.10029,2202.42,0.1,1
-2.065,1.1,1.10025,2201.27,0.1,1
-2.016,1.1,1.10022,2201.0,0.1,1
-1.966,1.1,1.10019,2200.5,0.1,1
-1.9140000000000001,1.1,1.1001100000000001,2199.35,0.1,1
-1.8659999999999999,1.1,1.1002399999999999,2199.35,0.1,1
-1.815,1.1,1.10018,2199.35,0.1,1
-1.767,1.1,1.1002,2197.37,0.1,1
-1.715,1.1,1.1001299999999998,2197.87,0.1,1
-1.665,1.1,1.10012,2196.93,0.1,1
-1.615,1.1,1.10016,2196.93,0.1,1
-1.564,1.1,1.10009,2196.93,0.1,1
-1.517,1.1,1.09996,2195.01,0.1,1
-1.4669999999999999,1.1,1.09998,2194.46,0.1,1
-1.415,1.1,1.0998700000000001,2194.46,0.1,1
-1.364,1.1,1.0997700000000001,2193.25,0.1,1
-1.3159999999999998,1.1,1.09972,2193.25,0.1,1
-1.2670000000000001,1.1,1.0996700000000001,2193.25,0.1,1
-1.214,1.1,1.0997,2193.25,0.1,1
-1.165,1.1,1.09965,2192.21,0.1,1
-1.113,1.1,1.09964,2192.1,0.1,1
-1.067,1.1,1.0996299999999999,2191.82,0.1,1
-1.016,1.1,1.0996,2191.38,0.1,1
-0.9670000000000001,1.1,1.09955,2191.38,0.1,1
-0.914,1.1,1.09946,2190.94,0.1,1
-0.865,1.1,1.09946,2191.33,0.1,1
-0.816,1.1,1.09945,2190.23,0.1,1
-0.765,1.1,1.09946,2190.39,0.1,1
-0.715,1.1,1.0994899999999999,2190.39,0.1,1
-0.664,1.1,1.09943,2190.39,0.1,1
-0.613,1.1,1.0993600000000001,2190.39,0.1,1
-0.563,1.1,1.0995,2189.46,0.1,1
-0.516,1.1,1.09942,2190.06,0.1,1
-0.465,1.1,1.0994899999999999,2190.06,0.1,1
-0.414,1.1,1.09948,2190.06,0.1,1
-0.366,1.1,1.09945,2189.85,0.1,1
-0.316,1.1,1.0994,2188.91,0.1,1
-0.266,1.1,1.09942,2188.91,0.1,1
-0.21600000000000003,1.1,1.0993600000000001,2188.75,0.1,1
-0.165,1.1,1.0992899999999999,2189.68,0.1,1
-0.11699999999999999,1.1,1.0994,2189.79,0.1,1
