攻角,MA,实际MA,实际转速,角速度,label
-4.0,0.9,0.8998,1985.8429999999998,0.2,1
-3.9539999999999997,0.9,0.8999799999999999,1986.76,0.2,1
-3.852,0.9,0.9001600000000001,1986.82,0.2,1
-3.752,0.9,0.9001299999999999,1986.38,0.2,1
-3.654,0.9,0.9003899999999999,1986.49,0.2,1
-3.552,0.9,0.90048,1986.49,0.2,1
-3.45,0.9,0.90061,1985.39,0.2,1
-3.35,0.9,0.90096,1984.4,0.2,1
-3.248,0.9,0.9013200000000001,1984.4,0.2,1
-3.15,0.9,0.9015299999999999,1984.4,0.2,1
-3.05,0.9,0.90159,1984.4,0.2,1
-2.95,0.9,0.9016700000000001,1978.36,0.2,1
-2.85,0.9,0.90154,1977.7,0.2,1
-2.75,0.9,0.9013200000000001,1976.27,0.2,1
-2.65,0.9,0.90102,1973.58,0.2,1
-2.552,0.9,0.9007299999999999,1973.58,0.2,1
-2.448,0.9,0.9004700000000001,1970.67,0.2,1
-2.3480000000000003,0.9,0.9001299999999999,1970.67,0.2,1
-2.252,0.9,0.8997299999999999,1968.58,0.2,1
-2.148,0.9,0.8994200000000001,1968.58,0.2,1
-2.048,0.9,0.8991899999999999,1968.58,0.2,1
-1.956,0.9,0.8990100000000001,1968.53,0.2,1
-1.85,0.9,0.89894,1968.53,0.2,1
-1.7480000000000002,0.9,0.89907,1968.96,0.2,1
-1.65,0.9,0.89931,1968.86,0.2,1
-1.548,0.9,0.8995200000000001,1969.84,0.2,1
-1.4480000000000002,0.9,0.89965,1969.57,0.2,1
-1.3459999999999999,0.9,0.8998200000000001,1969.95,0.2,1
-1.25,0.9,0.89994,1969.95,0.2,1
-1.146,0.9,0.9000600000000001,1968.96,0.2,1
-1.042,0.9,0.90028,1968.8,0.2,1
-0.9420000000000001,0.9,0.9004,1968.8,0.2,1
-0.8440000000000001,0.9,0.90041,1967.92,0.2,1
-0.742,0.9,0.9003700000000001,1967.65,0.2,1
-0.64,0.9,0.9002899999999999,1966.33,0.2,1
-0.542,0.9,0.9002700000000001,1965.89,0.2,1
-0.442,0.9,0.9002399999999999,1965.67,0.2,1
-0.342,0.9,0.9001899999999999,1964.79,0.2,1
-0.242,0.9,0.89999,1964.9,0.2,1
-0.142,0.9,0.89984,1964.46,0.2,1
-0.042,0.9,0.89976,1964.46,0.2,1
0.0,0.9,0.89846,1962.236,0.2,-1
0.052000000000000005,0.9,0.8997,1964.46,0.2,1
0.062,0.9,0.9148200000000001,1990.11,0.2,-1
0.158,0.9,0.8997200000000001,1964.85,0.2,1
0.254,0.9,0.89976,1964.79,0.2,1
0.34,0.9,0.9142100000000001,1998.19,0.2,-1
0.358,0.9,0.89981,1964.63,0.2,1
0.45799999999999996,0.9,0.8998,1965.45,0.2,1
0.5579999999999999,0.9,0.89984,1965.28,0.2,1
0.6579999999999999,0.9,0.8999,1965.28,0.2,1
0.7559999999999999,0.9,0.8997799999999999,1965.56,0.2,1
0.856,0.9,0.89976,1966.0,0.2,1
0.924,0.9,0.9128200000000001,1998.19,0.2,-1
0.958,0.9,0.8997700000000001,1966.11,0.2,1
1.052,0.9,0.8998299999999999,1965.89,0.2,1
1.146,0.9,0.8999,1965.78,0.2,1
1.25,0.9,0.9000299999999999,1965.78,0.2,1
1.35,0.9,0.90002,1966.11,0.2,1
1.452,0.9,0.8998799999999999,1966.82,0.2,1
1.5519999999999998,0.9,0.89985,1966.82,0.2,1
1.652,0.9,0.8998799999999999,1966.82,0.2,1
1.6880000000000002,0.9,0.91104,2011.54,0.2,-1
1.7519999999999998,0.9,0.89984,1966.71,0.2,1
1.8519999999999999,0.9,0.89976,1967.59,0.2,1
1.952,0.9,0.8998200000000001,1967.32,0.2,1
2.05,0.9,0.89971,1968.09,0.2,1
2.1519999999999997,0.9,0.89964,1968.03,0.2,1
2.248,0.9,0.89956,1969.24,0.2,1
2.354,0.9,0.8996200000000001,1969.24,0.2,1
2.45,0.9,0.8997299999999999,1969.24,0.2,1
2.5540000000000003,0.9,0.89971,1970.72,0.2,1
2.654,0.9,0.89965,1971.16,0.2,1
2.6639999999999997,0.9,0.90904,2022.3,0.2,-1
2.75,0.9,0.8995700000000001,1971.16,0.2,1
2.8480000000000003,0.9,0.89976,1971.16,0.2,1
2.952,0.9,0.8998700000000001,1971.16,0.2,1
3.05,0.9,0.90002,1973.96,0.2,1
3.156,0.9,0.9001,1975.45,0.2,1
3.252,0.9,0.9002600000000001,1975.67,0.2,1
3.352,0.9,0.90045,1975.67,0.2,1
3.448,0.9,0.9005299999999999,1977.37,0.2,1
3.552,0.9,0.9006,1977.2,0.2,1
3.65,0.9,0.90064,1977.2,0.2,1
3.6839999999999997,0.9,0.90727,2022.3,0.2,-1
3.752,0.9,0.9005799999999999,1978.58,0.2,1
3.858,0.9,0.90059,1978.58,0.2,1
3.9539999999999997,0.9,0.90054,1979.62,0.2,1
4.058,0.9,0.90059,1980.89,0.2,1
4.15,0.9,0.9006299999999999,1981.54,0.2,1
4.254,0.9,0.9005200000000001,1981.54,0.2,1
4.354,0.9,0.9005200000000001,1981.54,0.2,1
4.45,0.9,0.90059,1981.54,0.2,1
4.556,0.9,0.90061,1981.54,0.2,1
4.656000000000001,0.9,0.9005799999999999,1984.68,0.2,1
4.684,0.9,0.9056700000000001,2026.59,0.2,-1
4.754,0.9,0.90054,1985.61,0.2,1
4.852,0.9,0.9006,1986.98,0.2,1
4.958,0.9,0.9005799999999999,1987.7,0.2,1
5.056,0.9,0.90061,1987.7,0.2,1
5.156000000000001,0.9,0.9003700000000001,1988.58,0.2,1
5.252000000000001,0.9,0.90015,1990.22,0.2,1
5.354,0.9,0.89992,1990.22,0.2,1
5.452000000000001,0.9,0.8997,1990.99,0.2,1
5.5520000000000005,0.9,0.89946,1992.09,0.2,1
5.654,0.9,0.89936,1992.09,0.2,1
5.664,0.9,0.90446,2030.32,0.2,-1
5.752000000000001,0.9,0.89949,1994.4,0.2,1
5.858,0.9,0.89956,1994.67,0.2,1
5.957999999999999,0.9,0.8995700000000001,1996.71,0.2,1
6.058,0.9,0.8993399999999999,1996.71,0.2,1
6.154,0.9,0.8992,1996.71,0.2,1
6.257999999999999,0.9,0.8990799999999999,1999.78,0.2,1
6.352,0.9,0.89922,2000.39,0.2,1
6.45,0.9,0.8993399999999999,2000.39,0.2,1
6.55,0.9,0.8993,2002.69,0.2,1
6.65,0.9,0.8991100000000001,2003.57,0.2,1
6.684,0.9,0.90354,2032.19,0.2,-1
6.752000000000001,0.9,0.89904,2003.57,0.2,1
6.852,0.9,0.89886,2005.33,0.2,1
6.952000000000001,0.9,0.89891,2005.33,0.2,1
7.05,0.9,0.8989799999999999,2005.33,0.2,1
7.152,0.9,0.89896,2007.64,0.2,1
7.256,0.9,0.89917,2009.01,0.2,1
7.348,0.9,0.8992600000000001,2009.23,0.2,1
7.457999999999999,0.9,0.8994,2010.0,0.2,1
7.5520000000000005,0.9,0.8996799999999999,2010.0,0.2,1
7.652,0.9,0.89991,2012.36,0.2,1
7.664,0.9,0.9028799999999999,2032.19,0.2,-1
7.752000000000001,0.9,0.89976,2012.36,0.2,1
7.854,0.9,0.89946,2012.36,0.2,1
7.96,0.9,0.8993200000000001,2014.67,0.2,1
8.06,0.9,0.89956,2014.61,0.2,1
8.152000000000001,0.9,0.8996799999999999,2015.99,0.2,1
8.25,0.9,0.8995700000000001,2016.54,0.2,1
8.35,0.9,0.8995200000000001,2016.54,0.2,1
8.446,0.9,0.8996200000000001,2017.63,0.2,1
8.548,0.9,0.89994,2018.62,0.2,1
8.565,0.9,0.90228,2031.59,0.2,-1
