攻角,MA,实际MA,实际转速,角速度,label
7.5539999999999985,0.75,0.7503,1700.84,0.2,1
7.657999999999999,0.75,0.75037,1700.84,0.2,1
7.752000000000002,0.75,0.7503,1702.11,0.2,1
7.854,0.75,0.7499600000000001,1702.71,0.2,1
7.957999999999998,0.75,0.7499100000000001,1703.26,0.2,1
8.056000000000001,0.75,0.75007,1703.92,0.2,1
8.156,0.75,0.7500899999999999,1703.92,0.2,1
8.256,0.75,0.7502800000000001,1703.92,0.2,1
8.356,0.75,0.75013,1705.73,0.2,1
8.454,0.75,0.75007,1705.79,0.2,1
8.554,0.75,0.7503,1706.89,0.2,1
8.654,0.75,0.75055,1707.16,0.2,1
8.754,0.75,0.75051,1707.16,0.2,1
8.856,0.75,0.75054,1707.82,0.2,1
8.956,0.75,0.7506,1707.82,0.2,1
9.058,0.75,0.75039,1708.15,0.2,1
9.148,0.75,0.75015,1708.09,0.2,1
9.242,0.75,0.7497699999999999,1708.42,0.2,1
9.35,0.75,0.7498600000000001,1708.42,0.2,1
9.446,0.75,0.74959,1708.97,0.2,1
9.546,0.75,0.7490899999999999,1709.41,0.2,1
9.648,0.75,0.74885,1709.47,0.2,1
9.75,0.75,0.74871,1710.46,0.2,1
9.85,0.75,0.74895,1711.28,0.2,1
9.946,0.75,0.74943,1711.28,0.2,1
