攻角,MA,实际MA,实际转速,角速度,label
0.452,1,0.99937,2029.94,0.2,1
0.556,1,0.99933,2029.94,0.2,1
0.656,1,0.99936,2029.72,0.2,1
0.752,1,0.99932,2030.21,0.2,1
0.854,1,0.9994,2030.32,0.2,1
0.956,1,0.99958,2030.32,0.2,1
1.056,1,0.99966,2030.1,0.2,1
1.156,1,0.99971,2030.27,0.2,1
1.256,1,0.99972,2030.87,0.2,1
1.354,1,0.99971,2030.87,0.2,1
1.456,1,0.99976,2031.15,0.2,1
1.554,1,0.99983,2031.09,0.2,1
1.658,1,0.99985,2031.2,0.2,1
1.756,1,0.99992,2031.97,0.2,1
1.856,1,1.00003,2031.97,0.2,1
1.96,1,1.00014,2032.85,0.2,1
2.062,1,1.00014,2032.85,0.2,1
2.16,1,1.00015,2032.85,0.2,1
2.26,1,1.00017,2033.73,0.2,1
2.362,1,1.00014,2033.73,0.2,1
2.458,1,1.00016,2034.99,0.2,1
2.56,1,1.00022,2036.09,0.2,1
2.662,1,1.0001,2035.76,0.2,1
2.762,1,1.00008,2035.76,0.2,1
2.862,1,1.00007,2035.76,0.2,1
2.962,1,1.00019,2039.39,0.2,1
3.062,1,1.00025,2039.83,0.2,1
3.16,1,1.00018,2039.83,0.2,1
3.262,1,1.00015,2041.91,0.2,1
3.362,1,1.00014,2042.13,0.2,1
3.462,1,1.00011,2043.18,0.2,1
3.562,1,1.00007,2043.18,0.2,1
3.662,1,0.99998,2043.18,0.2,1
3.762,1,0.99989,2046.64,0.2,1
3.864,1,0.99988,2046.64,0.2,1
3.962,1,0.99994,2046.64,0.2,1
4.062,1,1.00003,2046.64,0.2,1
4.162,1,1.00022,2050.21,0.2,1
4.26,1,1.00034,2051.8,0.2,1
4.36,1,1.00037,2051.86,0.2,1
4.46,1,1.00028,2051.86,0.2,1
4.56,1,1.0002,2051.86,0.2,1
4.654,1,1.00031,2054.77,0.2,1
4.754,1,1.00037,2055.37,0.2,1
4.862,1,1.00035,2055.37,0.2,1
4.96,1,1.00038,2058.5,0.2,1
5.062,1,1.0003,2058.89,0.2,1
5.156,1,1.00028,2058.89,0.2,1
5.262,1,1.0003,2061.69,0.2,1
5.36,1,1.00014,2062.79,0.2,1
5.462,1,1.0002,2063.83,0.2,1
5.562,1,1.00028,2063.83,0.2,1
5.662,1,1.00021,2066.08,0.2,1
5.76,1,1.00015,2066.63,0.2,1
5.858,1,0.99998,2067.68,0.2,1
5.962,1,0.99984,2067.68,0.2,1
6.06,1,0.99971,2070.48,0.2,1
6.162,1,0.99979,2071.3,0.2,1
6.256,1,0.99994,2071.41,0.2,1
6.354,1,1.00002,2071.41,0.2,1
6.46,1,1.00006,2074.49,0.2,1
6.558,1,1.00005,2075.64,0.2,1
6.66,1,1.00008,2075.64,0.2,1
6.756,1,0.99987,2075.64,0.2,1
6.862,1,0.99977,2075.64,0.2,1
6.96,1,0.99993,2075.64,0.2,1
7.06,1,1.00014,2081.41,0.2,1
7.158,1,1.00039,2081.68,0.2,1
7.262,1,1.00045,2083.28,0.2,1
7.362,1,1.00066,2084.16,0.2,1
7.454,1,1.00074,2084.16,0.2,1
7.56,1,1.00085,2085.2,0.2,1
7.66,1,1.00073,2087.01,0.2,1
7.756,1,1.0006,2087.34,0.2,1
7.862,1,1.00048,2087.12,0.2,1
7.962,1,1.00035,2087.23,0.2,1
8.06,1,1.00031,2087.23,0.2,1
8.16,1,1.00009,2087.23,0.2,1
8.26,1,0.99986,2087.23,0.2,1
8.36,1,0.99971,2087.23,0.2,1
8.458,1,0.9997,2087.23,0.2,1
8.56,1,0.99963,2087.23,0.2,1
8.662,1,0.99957,2093.55,0.2,1
8.756,1,0.99955,2094.7,0.2,1
8.86,1,0.99949,2094.7,0.2,1
8.958,1,0.99954,2094.7,0.2,1
9.062,1,0.99955,2097.23,0.2,1
9.162,1,0.99976,2097.23,0.2,1
9.258,1,0.99991,2100.31,0.2,1
9.364,1,1.0002,2102.39,0.2,1
9.462,1,1.00046,2103,0.2,1
9.562,1,1.00082,2104.87,0.2,1
9.615,1,1.00094,2102.89,0.2,1
9.656,1,1.00106,2104.87,0.2,1
9.76,1,1.00141,2104.87,0.2,1
9.854,1,1.00158,2108.77,0.2,1
9.958,1,1.00184,2108.77,0.2,1
10.062,1,1.0022,2109.92,0.2,1
10.162,1,1.00266,2111.29,0.2,1
10.258,1,1.00326,2112.39,0.2,1
10.36,1,1.00368,2112.39,0.2,1
10.46,1,1.00413,2111.4,0.2,1
10.558,1,1.00416,2112.17,0.2,1
10.66,1,1.00412,2110.14,0.2,1
10.86,1,1.00363,2107.61,0.2,1
10.96,1,1.00313,2106.24,0.2,1
11,1,1.00266,2106.24,0.2,1
